"","Name","Date","Platform","Weekday","Time.of.Day.Posted","Post.Category","Post.Image.Content","Likes","Like.Follower.Ratio","Comments","Reshares","Caption.Word.Count","Num.Hashtags","Hashtag.1","Hashtag.2","Hashtag.3","Hashtag.4","Hashtag.5","Hashtag.6","Hashtag.7","Hashtag.8","Links","Caption.Trigger.Words..From.Text.Analysis.","Caption","Sentiment.0.3.","Interactive.","Humor.","Personal.Touch.","Sentiment2","Interactive2","Humor2","Personal.Touch2","ranks","success","Sentiment","Interactive","Personal.Touch","Humor"
"132","Think and Ink Grant Consulting","7/8/2021","Facebook","Thu","","Education","Graphic",0,0,0,0,41,2,"#grantwriting","#atlanta","","","","","","","Y",NA,"On April 9, 2020, the Center for Civic Innovation began analyzing funding data from the $25M+ Greater Atlanta COVID-19 Response and Relief Fund. Download the report: ""Investing in Impact — Center for Civic Innovation"" https://www.civicatlanta.org/philanthropy
#grantwriting #atlanta",2,0,0,0,2,1,0,1,7,0,2,"1",1,0
"133","Think and Ink Grant Consulting","6/2/2021","Facebook","Wed","","Education","Graphic",0,0,0,0,38,1,"#grants","","","","","","","","Y",NA,"Thanks @nonprofitorgs for this great article on helping nonprofits steward relationships with corporate donors.  
Think and Ink Grants specializes in #grants supporting women, children, health, and education.  We've seen how the power of corporate donos transforms communities.",3,0,0,0,2,0,0,1,7,0,2.5,"0",1,0
"134","Think and Ink Grant Consulting","4/28/2021","Facebook","Wed","","Education","Miscellaneous",0,0,0,0,73,3,"#grantwriter","#wealthbuilding","#socialjustice","","","","","","Y",NA,"If we want to reduce racial economic disparities, we must change our economic development playbook from small and scattered investments to a comprehensive strategy offering wealth-building tools in every ALANA (African, Latinx, Asian, and Native American) community. 
Some of these tools do not cost anything, while others require sustained investment to remove racial barriers to success.  Learn more in the following article ""Eliminating Racial Disparities with Wealth Building Infrastructure.""
#grantwriter #wealthbuilding #socialjustice",3,0,0,0,3,1,0,0,7,0,3,"1",0,0
"135","Think and Ink Grant Consulting","3/2/2021","Facebook","Tue","","Advertisement","Self",2,0.01156069364,0,0,71,6,"#socialjustice","#grantwriting","#nonprofitconsulting","#diversity","#equity","#inclusionmatters","","","Y",NA,"Our Founder, Shavonn Richardson, MBA, GPC had an opportunity to chat with Brian Gawor at Ruffalo Noel Levitz as a guest on his recent podcast.  
Tune in to learn more about the environment for #grant seeking in 2021, how to get it right and succeed, and how these resources impact our crucial goals of equity, inclusion and social justice: https://fundraisingvoices.com/diversity-social-justice...
#socialjustice #grantwriting #nonprofitconsulting #diversity #equity #inclusionmatters",3,0,0,0,2,1,0,1,2,1,2.5,"1",1,0
"136","Joan Garry Consulting","3/9/2022","Facebook","Wed","1:16 PM","Education","Words",13,0.0003224286317,0,NA,36,2,"#nonprofitlife","#nonprofitleaders","","","","","","","Y",NA,"How do you keep your people focused on your mission? #NonprofitLife #NonprofitLeaders
Want more tips on how to level up your leadership game? Check out this post from Joan Garry: https://blog.joangarry.com/great-leadership/",3,1,0,0,2,1,0,0,5,1,2.5,"2",0,0
"137","Joan Garry Consulting","1/1/2022","Facebook","Sat","","Personal","Video",24,0.0005952528585,3,NA,33,0,"","","","","","","","","N",NA,"So I'm usually not a huge fan of New Year's resolutions, but this year is an exception. 
Here's the resolution I want you to hold me accountable for in 2022.",3,0,1,1,2,1,0,1,2,1,2.5,"1",2,1
"138","Joan Garry Consulting","12/21/2021","Facebook","Tue","","Advertisement","Graphic",14,0.0003472308341,0,NA,28,1,"#nonprofitfundraising","","","","","","","","N",NA,"There are TONS of people out there right now who are ready to give to your cause — they just need YOU to invite them to the party! #NonprofitFundraising",3,1,0,0,3,1,0,1,4,1,3,"2",1,0
"139","Joan Garry Consulting","11/29/2021","Facebook","Mon","","Education","Words",9,0.0002232198219,1,NA,11,0,"","","","","","","","","N",NA,"What are some ways that you foster belonging at your org?
",3,0,0,0,3,0,0,1,6,0,3,"0",1,0
"140","Joan Garry Consulting","10/22/2021","Facebook","Fri","","Advertisement","Words",6,0.0001488132146,21,NA,1,0,"","","","","","","","","N",NA,"
",0,0,0,0,NA,0,0,0,7,0,NA,"0",0,0
"141","Joan Garry Consulting","10/5/2021","Facebook","Tue","","Information","None",2,4.960440487e-05,0,NA,72,0,"","","","","","","","","Y",NA,"Lisa Greer and her husband became members of the 1% overnight — and uncovered some hard truths about the world of giving.
Only 18% of people who give do so a second time...why is that?
Listen in as Lisa Greer and I get candid about some of the most common donor stewardship mistakes you might be making and how you can avoid them. 
https://blog.joangarry.com/ep-141-donor-stewardship-lisa.../",3,0,0,0,3,1,0,1,13,0,3,"1",1,0
"142","Joan Garry Consulting","9/2/2021","Facebook","Thu","","Education","Words",53,0.001314516729,0,NA,6,0,"","","","","","","","","N",NA,"How do you define outstanding leadership?",2,0,0,0,3,0,0,0,1,1,2.5,"0",0,0
"143","Joan Garry Consulting","8/16/2021","Facebook","Mon","","Education","Words",15,0.0003720330365,0,NA,85,0,"","","","","","","","","N",NA,"Want to know something that nonprofit Executive Directors often forget that they shouldn’t?
That you and your Board Chair are co-pilots.
Nonprofit leadership is a collective effort.
The relationship between you and the board you’ve built is not only the most important relationships in your organization, but it’s also the #1 indicator of your org’s health.
Do you have strong shared leadership at the top? What’s ONE thing that would help you get your co-pilot relationship on track?",3,0,0,0,3,0,0,0,3,1,3,"0",0,0
"144","Joan Garry Consulting","7/31/2021","Facebook","Sat","","Advertisement","None",4,9.920880974e-05,0,NA,51,0,"","","","","","","","","Y",NA,"Research galore tells us we’re living through a near mass exodus of boomers from nonprofit Executive Director positions.
Want your org to outlast you? Make sure you have a strong transition plan. Really important. Here's a template to help you get started.
https://blog.joangarry.com/transition-plan-template/",3,0,0,0,3,1,0,0,9,0,3,"1",0,0
"145","Joan Garry Consulting","6/28/2021","Facebook","Mon","","Advertisement","None",5,0.0001240110122,0,NA,48,0,"","","","","","","","","Y",NA,"Dear Joan: Here’s a question for you. Can we break up with a donor? Sometimes donors are high maintenance and cause more trouble than their money or engagement is worth.
– I’ve Had It.
Dear I've Had It: ...
https://blog.joangarry.com/advice-fire-donor-mission.../",2,0,0,1,2,0,0,1,8,0,2,"0",2,0
"146","Joan Garry Consulting","6/4/2021","Facebook","Fri","","Advertisement","Graphic",3,7.440660731e-05,0,NA,99,0,"","","","","","","","","Y",NA,"How great would it be for your nonprofit to show up in a front page article in the New York Times? Pretty great, right?
But that’s not a strategic goal. At best, it’s a tactic as part of an overall communications plan.
Ben Wyskida, CEO of Fenton Communications, joined me on the podcast to explain exactly what it takes to build a successful nonprofit communications plan. Every nonprofit leader involved in communications (really, all of you) will want to listen to what Ben has to say.
https://blog.joangarry.com/ep-61-how-to-build-a-smart.../",3,0,0,0,2,1,0,1,11,0,2.5,"1",1,0
"147","Joan Garry Consulting","5/29/2021","Facebook","Sat","","Education","Graphic",1,2.480220244e-05,1,NA,23,0,"","","","","","","","","Y",NA,"Many nonprofits are struggling. Here are 5 easy ways that board members can really help.
https://www.philanthropy.com/.../5-Easy-Ways.../249245...",3,0,0,0,3,1,0,0,14,0,3,"1",0,0
"148","Joan Garry Consulting","5/7/2021","Facebook","Fri","","Advertisement","Graphic",1,2.480220244e-05,0,NA,114,0,"","","","","","","","","Y",NA,"❤️ In these past two years I have had the privilege of meeting and working with thousands of amazing nonprofit leaders and they lift me up. Every. Single. Day.
❤️ In a world that all too often feels mean, divisive and downright broken, these folks remind me that there are good people in the world. Really good people in the world, tackling some of the world’s biggest challenges.
 ❤️ In this podcast, I highlight the story of some of the organizations and amazing nonprofit leaders that I have the honor and privilege of working with inside the Nonprofit Leadership Lab, my membership site for nonprofit leaders.
https://blog.joangarry.com/ep-82-helping-the-helpers.../",3,0,0,1,3,1,0,1,14,0,3,"1",2,0
"149","Joan Garry Consulting","4/27/2021","Facebook","Tue","","Advertisement","Graphic",4,9.920880974e-05,0,NA,29,0,"","","","","","","","","Y",NA,"With everything nonprofit leaders have to get done, imagine that you are the only staff person. What would that look like?
https://blog.joangarry.com/ep44-executive-director-no.../",2,0,0,0,2,0,0,1,9,0,2,"0",1,0
"150","Joan Garry Consulting","3/31/2021","Facebook","Wed","","Advertisement","Words",3,7.440660731e-05,49,NA,0,0,"","","","","","","","","N",NA,"",0,0,0,0,NA,0,0,0,11,0,NA,"0",0,0
"151","Viable Insights","2/11/2022","Facebook","Fri","","Advertisement","Graphic",6,0.02985074627,0,1,83,0,"","","","","","","","","Y",NA,"Unable to hire a full time data manager, analyst, or evaluator? 
With our Data Analyst On-Demand Program, you will have access to a member of our team for a set number of hours per month or week. 
The goal? We want to help organizations increase their data capacity, while remaining flexible to changing needs and resources available for data-oriented work - think of it like a “retainer” for ongoing data/evaluation services.
 Interested in learning more? Let’s chat!
https://viableinsights.com/",3,0,0,0,2,1,0,1,2,1,2.5,"1",1,0
"152","Viable Insights","2/7/2022","Facebook","Mon","","Advertisement","Graphic",7,0.03482587065,0,2,23,2,"#eval","#data","","","","","","","N",NA,"Data does not have to be scary. Reach out today to chat about how data can be incorporated into your work.
#eval #data",3,0,0,0,2,1,0,0,1,1,2.5,"1",0,0
"153","Viable Insights","1/6/2022","Facebook","Thu","","Advertisement","Graphic",5,0.02487562189,0,4,34,0,"","","","","","","","","N",NA,"At Viable Insights, your growth is our mission! We use data to uncover valuable truths about your organization to help you decipher information, build strategies, and create purposeful projects based on data-driven insights.",3,0,0,0,2,0,0,1,3,1,2.5,"0",1,0
"154","Viable Insights","11/30/2021","Facebook","Tue","","Education","Graphic",2,0.009950248756,0,1,53,4,"#appliedresearch","#evaluation","#appliedresearch","#evaluation","","","","","N",NA,"We know you have all been chomping at the bit for the final post of our #appliedresearch and #evaluation deep dive so here it is! 
“Every system is perfectly designed to get the results it gets.” - source unknown 
How can we work together to utilize #appliedresearch and #evaluation to update our historic systems?",3,0,0,0,2,0,0,1,10,0,2.5,"0",1,0
"155","Viable Insights","11/9/2021","Facebook","Tue","","Advertisement","Graphic",3,0.01492537313,0,1,16,2,"#scarydata","#data","","","","","","","Y",NA,"Check out our newest blog! 
https://viableinsights.com/.../11/01/making-data-less-scary/
#scarydata #data",3,0,0,0,2,1,0,1,7,0,2.5,"1",1,0
"156","Viable Insights","10/5/2021","Facebook","Tue","","Advertisement","Graphic",3,0.01492537313,0,2,33,3,"#teacherappreciation","#thankyou","#worldteacherday","","","","","","N",NA,"Today, on World Teacher's Day, and every day we are sending our thanks and gratitude to the real life super heroes working to shape the minds of our future! 
#teacherappreciation #thankyou #WorldTeacherDay",3,0,0,0,3,0,0,0,7,0,3,"0",0,0
"157","Viable Insights","9/10/2021","Facebook","Fri","","Advertisement","Graphic",4,0.01990049751,0,2,39,1,"#networking","","","","","","","","Y",NA,"Attention Tucson area businesses, BBB is hosting a networking event at the end of the month, are you registered? We are and we can’t wait to see you there! 
#networking
https://www.bbb.org/.../24783-bbb-serving-southern...",3,0,0,0,2,0,0,1,4,1,2.5,"0",1,0
"158","Viable Insights","8/23/2021","Facebook","Mon","","Advertisement","Graphic",2,0.009950248756,0,1,67,2,"#professionaldevelopment","#futureplanning","","","","","","","Y",NA,"As you are wrapping up your fiscal year and looking to the future, there is no better time to be engaging in an intentional process with learning prioritized! 
Did you know that we offer customized learning experiences? We can help you develop the perfect professional development courses to help your team reach their organizational goals. 
Contact us today to learn more!
https://viableinsights.com/contact/
#professionaldevelopment #futureplanning",3,0,0,0,2,1,0,1,10,0,2.5,"1",1,0
"159","Viable Insights","7/27/2021","Facebook","Tue","","Advertisement","None",2,0.009950248756,0,1,26,1,"#data","","","","","","","","Y",NA,"Don't forget to check out our website for #data resources and upcoming events! Many of our blog posts contain valuable downloadable resources. 
https://viableinsights.com/",3,1,0,0,2,1,0,1,10,0,2.5,"2",1,0
"160","Viable Insights","7/9/2021","Facebook","Fri","","Advertisement","Words",4,0.01990049751,0,1,29,7,"#aea365","#consulting","#relationships","#datadriven","#listening","#learning","#evaluation","","Y",NA,"Read our Managing Partner, Deven’s full blog on the importance of listening here: 
https://aea365.org/.../listening-its-more-than-hearing.../ 
#aea365 #consulting #relationships #datadriven #listening #learning  #evaluation",3,1,0,0,2,1,0,1,4,1,2.5,"2",1,0
"161","Viable Insights","6/28/2021","Facebook","Mon","","Advertisement","Graphic",4,0.01990049751,0,2,52,6,"#datajourney","#evaluation","#data","#strategicplanning","#professionaldevelopment","#changemanagement","","","N",NA,"Hey Friends! Can you help us make more connections?
📘 like and follow our pages (Facebook, Instagram, LinkedIn, Twitter)
📘 invite your friends to like and follow
📘 like and share our posts
Thanks for the support! Let's start sharing and inviting others to join us on our #datajourney! 
#evaluation #data #strategicplanning #professionaldevelopment #changemanagement",3,0,0,0,2,1,0,1,4,1,2.5,"1",1,0
